id_cliente,nombre,email,segmento_demografico,tipo_contrato,fecha_alta
2333,Restauración KXKZ S.L.L.,cruz76@example.org,PYME,Anual,2025-02-15
2334,Bellido & Asociados S.A.D,jose-mari41@example.com,PYME,Premium,2024-02-04
2335,Alimentación DD S.C.P,angelinacasado@example.org,Gran Empresa,Anual,2023-11-27
2336,Industrias del Mediterráneo S.A.,sastreisa@example.net,Startup,Premium,2022-07-21
2337,Grupo Hurtado S.A.,iglesiasbarbara@example.net,PYME,Anual,2024-04-15
2338,Recio & Asociados S.A.,maximavilla@example.org,PYME,Mensual,2024-10-09
2339,Rubio y Plana S.A.,lupitasans@example.org,Gran Empresa,Premium,2022-03-17
2340,Transportes Mendizábal y asociados S.L.,albertvilanova@example.net,PYME,Premium,2024-10-11
2341,Industrias Castellana S.L.,garateamerica@example.net,Gran Empresa,Premium,2023-05-04
2342,Servicios Fajardo S.L.N.E,valentinhuerta@example.org,Startup,Mensual,2021-01-12
2343,Inversiones Roca S.Com.,mcodina@example.com,Startup,Mensual,2024-09-07
2344,Inmobiliaria Piñeiro S.Com.,lisandrosanchez@example.com,Gran Empresa,Premium,2024-08-01
2345,Alimentación Beltran S.A.,nevadoamelia@example.net,Startup,Anual,2024-07-01
2346,Arce y Amigó S.Com.,jguillen@example.com,PYME,Anual,2021-09-19
2347,Industrias FC S.L.N.E,pio29@example.org,PYME,Premium,2025-07-23
2348,Finanzas Españolas S.Coop.,eugenio50@example.org,Gran Empresa,Premium,2025-01-11
2349,Tristán Pablo Cabrero S.Coop.,ileanaperera@example.com,Startup,Premium,2023-01-05
2350,Posada y Salvà S.L.,moranteagustina@example.net,PYME,Premium,2021-08-31
2351,Álvarez y asociados S.L.,ambarvina@example.net,PYME,Anual,2022-08-06
2352,Falcón y asociados S.L.L.,adelinaharo@example.com,Startup,Mensual,2024-09-24
2353,Martí y Becerra S.Coop.,escolanoirma@example.net,PYME,Mensual,2022-03-12
2354,Logística Castellana S.L.,placido73@example.com,Startup,Mensual,2024-03-03
2355,Inmobiliaria Tolosa S.L.,ruthmarquez@example.com,Gran Empresa,Anual,2025-03-05
2356,Suministros Internacionales S.A.,juan-joselorenzo@example.com,Gran Empresa,Mensual,2021-12-26
2357,Lorenzo y Botella S.L.,fquintanilla@example.net,Gran Empresa,Mensual,2023-10-05
2358,Ramiro Mínguez Galan S.L.,martiaurea@example.com,Gran Empresa,Premium,2023-10-29
2359,Comercial OVL S.L.L.,jereznazaret@example.net,Gran Empresa,Premium,2021-10-02
2360,Familia Torrents S.A.,juliavillar@example.net,PYME,Mensual,2023-11-07
2361,Olivé y Solera S.Com.,delfina60@example.com,Startup,Mensual,2025-07-08
2362,Susana Escrivá Gilabert S.Coop.,wisern@example.com,Startup,Mensual,2023-03-29
2363,Soluciones Nevado S.Coop.,dhurtado@example.com,PYME,Premium,2021-01-17
2364,Supermercados Gaya S.L.L.,fcid@example.net,Startup,Anual,2023-08-31
2365,Promociones Lago & Asociados S.C.P,encarnacion19@example.org,Startup,Premium,2021-01-27
2366,Familia Valderrama S.L.L.,mario54@example.org,PYME,Anual,2021-04-01
2367,Familia Lasa S.A.,falberola@example.com,Gran Empresa,Premium,2021-02-27
2368,Infraestructuras ADTP S.C.P,escalonacasandra@example.net,Gran Empresa,Premium,2021-11-08
2369,Hotel Querol S.Com.,zvalls@example.net,Gran Empresa,Anual,2023-12-05
2370,Hermanos Capdevila S.L.,inmaculadanavas@example.org,Gran Empresa,Mensual,2021-08-18
2371,Banca Privada Marín & Asociados S.Coop.,sandalio97@example.net,PYME,Premium,2022-08-19
2372,Hermanos Bertrán S.Com.,lermaimelda@example.net,PYME,Premium,2022-10-01
2373,Banco BHU S.L.N.E,kescamilla@example.org,Gran Empresa,Premium,2021-12-17
2374,Minería Ribas S.A.D,olga71@example.org,Startup,Anual,2024-12-21
232385,Fábrica TYET S.L.N.E,valentinapol@example.net,PYME,Mensual,2022-12-27
2386,Logística Internacionales S.L.L.,libanez@example.net,Gran Empresa,Anua2377,Transportes Pedro & Asociados S.L.,zamoraasuncion@example.com,Startup,Mensual,2024-03-20
2378,Tecnologías del Mediterráneo S.Coop.,edmundojorda@example.org,Startup,Mensual,2023-11-07
2379,Logística Abellán S.Coop.,aalvaro@example.org,PYME,Mensual,2021-04-03
2380,Talleres Benavente & Asociados S.Coop.,samanta51@example.com,PYME,Premium,2024-03-22
2381,Instalaciones Páez & Asociados S.Com.,ciriaco91@example.org,Gran Empresa,Premium,2022-08-05
2382,Consultoría Serra y asociados S.Coop.,juan-joseolive@example.org,PYME,Premium,2023-11-07
2383,Infraestructuras PVRV S.L.N.E,pineiroamanda@example.net,Startup,Premium,2021-01-10
2384,Hotel KX S.L.N.E,nacio26@example.org,Startup,Premium,2021-04-26
2385,Supermercados XE S.A.D,sbello@example.com,Startup,Mensual,2024-10-18
2386,Amat y Caballero S.A.,zarroyo@example.org,Gran Empresa,Premium,2021-01-28
2387,Manufacturas Ródenas & Asociados S.L.,angelinatormo@example.net,Startup,Premium,2023-06-12
2388,Supermercados Globales S.Com.,atiliouria@example.org,Gran Empresa,Anual,2022-02-04
2389,Talleres del Levante S.A.,morellteobaldo@example.net,Startup,Mensual,2022-04-22
2390,Hermanos Artigas S.L.U.,giraltjosep@example.org,PYME,Mensual,2021-06-29
2391,Infraestructuras FLN S.Coop.,haydeerecio@example.org,PYME,Anual,2022-07-09
2392,Infraestructuras Quiroga y asociados S.L.,alvaro00@example.org,PYME,Premium,2021-05-04
2393,Chico & Asociados S.A.,manzanonoemi@example.net,Gran Empresa,Premium,2025-02-14
2394,Parra y asociados S.Coop.,wramon@example.org,Gran Empresa,Mensual,2022-10-16
2395,Desarrollo Granados S.A.T.,jacinta71@example.org,Startup,Mensual,2022-05-22
2396,Albano Frías Arnau S.Coop.,azaharpeiro@example.net,Startup,Anual,2022-01-25
2397,Vega & Asociados S.Com.,mireia07@example.com,PYME,Premium,2021-01-09
2398,Familia Barral S.Coop.,cerroabraham@example.net,PYME,Anual,2021-06-29
2399,Mur y Plana S.L.,isabel90@example.org,Startup,Mensual,2021-03-09
2400,Logística Castejón & Asociados S.A.,ferrerafabiana@example.org,Startup,Anual,2021-10-30
2401,Arranz & Asociados S.L.,imarti@example.net,PYME,Premium,2024-08-11
2402,Vidal Cárdenas Pujadas S.Coop.,kbarco@example.net,Startup,Mensual,2025-03-18
2403,Valentín y asociados S.L.N.E,mseco@example.org,Startup,Anual,2023-09-06
2404,Vara y Piñol S.L.,sarabiajeremias@example.com,Gran Empresa,Premium,2022-06-30
2405,Otilia Alba Campo S.A.D,nalvarez@example.net,Startup,Premium,2024-02-18
2406,Desarrollo Españolas S.L.N.E,kchamorro@example.com,Gran Empresa,Mensual,2022-09-26
2407,Desarrollo YXVY S.A.,marijonatan@example.com,Startup,Mensual,2025-02-06
2408,Marquez y Capdevila S.A.,ecoloma@example.com,Startup,Mensual,2021-05-05
2409,Soluciones Ibérica S.L.,ramona72@example.net,PYME,Mensual,2025-03-08
2410,Cayetana Quintana Segarra S.L.L.,nicolasatorralba@example.com,PYME,Premium,2022-01-28
2411,Llanos y Martin S.A.,balduinopozuelo@example.net,Gran Empresa,Anual,2024-02-09
2412,Servicios Castellanos & Asociados S.L.L.,albertojauregui@example.org,PYME,Mensual,2022-02-16
2413,Moya y Duran S.Coop.,osolsona@example.net,Gran Empresa,Anual,2021-03-27
2414,Roca y asociados S.A.,samu54@example.org,Gran Empresa,Mensual,2023-06-14
2415,Inversiones Española S.Com.,montesrosa-maria@example.com,Startup,Mensual,2023-04-11
2416,Trujillo y Nogueira S.Coop.,xvaquero@example.com,Gran Empresa,Anual,2022-09-25
2417,Eladio Sanabria Peñalver S.A.,pepito05@example.org,Startup,Anual,2022-06-18
2418,Fábrica Capdevila & Asociados S.L.,reynanevado@example.com,Gran Empresa,Mensual,2021-07-08
2419,Maite Narváez Bárcena S.L.L.,armengolingrid@example.org,PYME,Premium,2024-11-01
2420,Hnos Luz S.Com.,mmacias@example.org,Startup,Mensual,2025-03-03
2421,Barragán y Leal S.A.,rosario46@example.org,Startup,Mensual,2022-11-29
2422,Restauración Bayo S.L.,josefinarico@example.com,Gran Empresa,Premium,2021-11-01
2423,Sanjuan & Asociados S.Com.,vgallego@example.org,Startup,Anual,2022-01-25
2424,Hilda Castell Valentín S.L.,quintanacalixta@example.com,Gran Empresa,Premium,2025-02-03
2425,Promociones VXZ S.Coop.,jferrer@example.net,PYME,Premium,2021-01-13
2426,Minería Ramos S.L.,narvaezberta@example.org,Gran Empresa,Anual,2024-10-30
2427,Hnos Hervia S.L.,capdevilatristan@example.net,Startup,Premium,2021-01-30
2428,Talleres KJ S.L.,jluque@example.org,Startup,Premium,2024-08-09
2429,Grupo Acosta S.Com.,nayaraaguilera@example.com,Gran Empresa,Premium,2021-06-20
2430,Aznar & Asociados S.A.,pablo69@example.net,Gran Empresa,Premium,2024-04-23
2431,Tamarit y asociados S.A.,ivaldes@example.org,Startup,Premium,2021-11-06
2432,Farmaceútica Marco S.A.,daniel95@example.org,Startup,Premium,2023-09-09
2433,Familia Tur S.A.,anselmagonzalez@example.com,PYME,Premium,2023-06-08
2434,Comercial Barroso S.L.N.E,celia29@example.org,Gran Empresa,Premium,2022-05-10
2435,Celestino Corral Roselló S.L.,paca73@example.net,Startup,Anual,2021-04-18
2436,Promociones Inteligentes S.L.,armasserafina@example.org,Startup,Premium,2021-02-23
2437,Cecilio Salazar Gutierrez S.A.,rosalva65@example.net,Gran Empresa,Anual,2024-05-25
2438,Industrias LSD S.A.,ritaabril@example.com,PYME,Premium,2023-12-24
2439,Construcción FS S.L.,hrocha@example.com,Startup,Anual,2025-06-04
2440,Inversiones Urrutia & Asociados S.A.,anna50@example.net,Gran Empresa,Anual,2022-07-17
2441,Grupo Gómez S.L.L.,ramonazamorano@example.com,PYME,Mensual,2025-06-18
2442,Logística Franco S.Com.,macariapadilla@example.net,Startup,Premium,2024-01-27
2443,Grupo Salom S.L.,olalla35@example.com,Gran Empresa,Premium,2021-12-25
2444,Benitez y Romeu S.L.,capdevilaaristides@example.net,Startup,Anual,2021-03-09
2445,Minería AR S.L.,leyrepablo@example.org,PYME,Premium,2022-09-25
2446,Sevilla & Asociados S.Coop.,heraclioandrade@example.org,Startup,Anual,2022-06-23
2447,Calixta Carretero Villa S.A.,lloretamaya@example.org,Gran Empresa,Mensual,2021-03-28
2448,Porcel y asociados S.Coop.,saracruz@example.net,Startup,Anual,2024-07-15
2449,Hnos Alonso S.L.,fajardobelen@example.net,PYME,Mensual,2025-03-29
2450,Blasco & Asociados S.L.,zarevalo@example.net,Gran Empresa,Mensual,2022-01-18
2451,Minería Globales S.L.,angel93@example.com,PYME,Premium,2025-05-08
2452,Marciano Boix Aragonés S.A.,corraljesusa@example.net,Startup,Mensual,2021-04-05
2453,Fábrica del Norte S.L.,lamasraimundo@example.net,PYME,Mensual,2021-08-04
2454,Jose Gil Gimenez S.A.U,guiomar92@example.com,Startup,Anual,2023-10-15
2455,Comercial Españolas S.L.N.E,casescornelio@example.com,Startup,Mensual,2021-03-10
2456,Tecnologías DT S.L.,vpalomares@example.com,Gran Empresa,Mensual,2021-08-18
2457,Evita Cortina Pujol S.A.T.,tatiana34@example.net,Startup,Mensual,2024-06-22
2458,Promociones SN S.L.L.,rosalva85@example.org,Gran Empresa,Premium,2021-05-08
2459,Huguet y Montaña S.Com.,americobonilla@example.com,Gran Empresa,Anual,2025-06-28
2460,Landa y Pardo S.L.N.E,tania00@example.com,Gran Empresa,Premium,2021-08-18
2461,Logística Pellicer S.A.T.,solanacosme@example.com,Startup,Mensual,2021-10-22
2462,Lledó y asociados S.Coop.,banosleon@example.org,Gran Empresa,Anual,2023-04-10
2463,Hermanos Azorin S.Coop.,andresprieto@example.net,Gran Empresa,Anual,2024-08-07
2464,Ortiz y asociados S.L.,riosmalena@example.com,Gran Empresa,Anual,2022-02-08
2465,Juan José Calzada Antón S.Coop.,nogueiravisitacion@example.net,Gran Empresa,Anual,2025-07-15
2466,Suministros Villaverde & Asociados S.L.N.E,maria-carmen56@example.net,Gran Empresa,Anual,2021-08-01
2467,Minería Arranz S.L.N.E,martibenigna@example.org,Startup,Premium,2025-02-17
2468,Reguera y Plaza S.L.N.E,elicalvo@example.net,Startup,Mensual,2021-04-11
2469,Royo & Asociados S.A.T.,bellidofabio@example.org,Startup,Mensual,2021-03-21
2470,Grupo Azorin S.A.,josefinaroman@example.com,PYME,Anual,2023-10-20
2471,Martirio Cabrero Pastor S.Com.,dominguezcarmen@example.com,PYME,Mensual,2023-09-12
2472,Hervás & Asociados S.Coop.,gloria72@example.org,PYME,Premium,2021-05-11
2473,Bernabé Torres Baquero S.L.U.,tere02@example.com,Startup,Mensua2485,Porta y asociados S.L.U.,renatocaceres@example.net,Startup,Premium,2021-05-15
2486,Alimentación Valdés & Asociados S.Coop.,casandra06@example.org,Startup,Premium,22476,Banca Privada VVT S.A.,calixtaechevarria@example.com,PYME,Premium,2023-05-27
2477,Talleres Morcillo y asociados S.A.,renatocarbo@example.net,PYME,Anual,2021-02-15
2478,Bosch y Marquez S.Com.,marco47@example.org,PYME,Mensual,2025-02-13
2479,Banco Amores S.A.T.,quesadajulieta@example.net,Gran Empresa,Anual,2024-04-16
2480,Anastasio Palomar Mate S.A.,castromarcelo@example.org,Startup,Mensual,2023-09-09
2481,Consultoría Avanzadas S.L.L.,dani29@example.com,PYME,Premium,2023-03-03
2482,Infraestructuras RMQQ S.L.N.E,umarino@example.org,Startup,Premium,2022-01-08
2483,Tur y asociados S.L.,maxialberto@example.com,Startup,Premium,2024-10-09
2484,Banca Privada Inteligentes S.A.,sofia54@example.com,Startup,Premium,2021-03-11
2485,Manufacturas Iberia S.Coop.,tenajuanita@example.com,Startup,Anual,2025-05-25
2486,Transportes Luján S.Coop.,kvilalta@example.org,Startup,Anual,2024-02-09
2487,Distribuciones Avanzadas S.A.,julietalastra@example.net,Gran Empresa,Mensual,2024-09-29
2488,Industrias Company & Asociados S.Coop.,nbarco@example.net,PYME,Anual,2025-03-31
2489,Distribuciones Pardo y asociados S.L.N.E,stapia@example.net,Startup,Premium,2021-01-24
2490,Odalis Montes Olivera S.L.,eufemia92@example.org,Gran Empresa,Anual,2022-11-09
2491,Industrias Conde & Asociados S.Coop.,apolonia90@example.com,Startup,Anual,2023-04-29
2492,Briones & Asociados S.Coop.,romanbas@example.org,Startup,Mensual,2024-12-23
2493,Suministros GU S.L.,oanguita@example.net,PYME,Premium,2023-07-20
2494,Grupo Huerta S.L.,hbotella@example.net,Startup,Anual,2023-03-23
2495,Ramirez y asociados S.Com.,ramonbayo@example.com,PYME,Anual,2023-12-13
2496,Ramón & Asociados S.Coop.,luna12@example.org,Startup,Anual,2024-02-01
2497,Familia Real S.Coop.,vecheverria@example.com,Gran Empresa,Premium,2022-09-18
2498,Ciriaco Saura Parra S.A.,tomasa60@example.org,Gran Empresa,Premium,2024-06-07
2499,Elena Ortuño Lluch S.A.,kdelgado@example.net,PYME,Anual,2022-01-06
2500,Comercializadora Ibéricos S.Com.,polocandelario@example.net,PYME,Premium,2021-03-19
2501,Industrias Nogués S.A.T.,andradenoa@example.com,Gran Empresa,Mensual,2024-01-28
2502,Comercializadora Ibérica S.L.,pablo99@example.org,PYME,Anual,2022-08-03
2503,Inmobiliaria del Sur S.L.N.E,enrique44@example.com,Startup,Anual,2022-06-17
2504,Fábrica Españolas S.A.,bernardolluch@example.net,Startup,Premium,2023-12-31
2505,Suministros Bermejo & Asociados S.Coop.,heraclio65@example.com,Gran Empresa,Premium,2025-01-12
2506,Mir y Puerta S.L.,marcoshuerta@example.com,Startup,Anual,2024-10-04
2507,Promociones Perales & Asociados S.A.,currollado@example.com,Startup,Anual,2021-02-09
2508,Moreno & Asociados S.L.,francisco67@example.net,Startup,Premium,2024-05-29
2509,Mireia Acevedo Reyes S.L.N.E,tolosamarcial@example.net,Startup,Mensual,2021-01-01
2510,Pinedo y Domingo S.A.,csans@example.com,PYME,Premium,2021-04-11
2511,Hotel Téllez S.Coop.,diego59@example.org,PYME,Premium,2021-07-14
2512,Pacheco & Asociados S.A.,adrian18@example.org,Startup,Mensual,2024-11-08
2513,Grupo Vélez S.Coop.,salgadogeraldo@example.org,Startup,Anual,2022-01-28
2514,Hermanos Saavedra S.L.N.E,vcuellar@example.org,Startup,Premium,2023-04-25
2515,Pujadas y Quintanilla S.C.P,alfaroadrian@example.org,PYME,Anual,2024-03-12
2516,Grupo Pizarro S.L.,candelariacerdan@example.net,PYME,Premium,2021-03-02
2517,Industrias HWXA S.L.U.,baldomerobaron@example.org,Gran Empresa,Anual,2024-08-23
2518,Hermanos Rivero S.L.,clementeguillermo@example.net,Startup,Premium,2022-01-06
2519,Banco Serna S.A.T.,laura95@example.org,Gran Empresa,Anual,2021-11-28
2520,Aranda & Asociados S.Coop.,kprat@example.net,Startup,Premium,2022-10-23
2521,Infraestructuras Ibéricos S.A.,nazaret09@example.org,PYME,Anual,2022-12-06
2522,Industrias Viana S.Coop.,teresa75@example.com,Startup,Anual,2024-05-24
2523,Inversiones Castellana S.Coop.,ballesternelida@example.net,Gran Empresa,Mensual,2024-05-30
2524,Reyes y asociados S.A.,xredondo@example.org,Startup,Mensual,2024-02-05
2525,José Antonio Dominguez Cabeza S.A.,emma14@example.org,Gran Empresa,Anual,2023-04-30
2526,Logística Cortés S.Coop.,delfinabenavent@example.org,Startup,Anual,2022-01-21
2527,Reyes y Amigó S.A.,ambrosio56@example.org,PYME,Anual,2025-02-15
2528,Grupo Gallego S.L.N.E,juan-luis01@example.net,Gran Empresa,Mensual,2022-07-29
2529,Soluciones NZV S.Com.,isidro45@example.com,Gran Empresa,Anual,2024-07-29
2530,Promociones Globales S.L.N.E,zcarlos@example.org,Gran Empresa,Anual,2022-07-14
2531,Verdú y asociados S.Coop.,felix67@example.org,PYME,Mensual,2025-07-27
2532,Hermanos Iniesta S.Com.,pablo44@example.net,Startup,Premium,2022-08-22
2533,Inversiones Soto S.L.,villalobossancho@example.org,Gran Empresa,Anual,2023-02-07
2534,Gual y asociados S.Coop.,berto39@example.com,Gran Empresa,Premium,2022-10-11
2535,Comercializadora AKPE S.C.P,antoniavaquero@example.com,Startup,Anual,2023-05-30
2536,Cadenas y Cañas S.A.,cabezascayetano@example.net,PYME,Mensual,2024-06-28
2537,Comercializadora Mateos S.Com.,portateofila@example.org,Gran Empresa,Mensual,2021-08-20
2538,Inversiones Solera y asociados S.Coop.,alfredo93@example.net,Startup,Mensual,2022-06-10
2539,Manufacturas Arellano & Asociados S.C.P,santamariapaola@example.net,PYME,Premium,2024-09-08
2540,Banco HY S.A.,marcos97@example.org,PYME,Premium,2025-01-29
2541,Familia Iglesias S.A.,kvidal@example.net,Gran Empresa,Premium,2021-10-16
2542,Benito y Ramírez S.L.N.E,valerio34@example.org,Gran Empresa,Mensual,2022-02-04
2543,Talleres Ropero S.A.,gasparpardo@example.org,PYME,Mensual,2025-07-18
2544,Inversiones VJWN S.L.,jdomingo@example.com,Gran Empresa,Anual,2022-04-12
2545,Consultoría Castrillo S.A.,maximiano04@example.com,PYME,Anual,2022-11-17
2546,Logística Bolaños y asociados S.L.,julio77@example.org,Startup,Premium,2022-11-29
2547,Palomar y Cardona S.A.,ricardorojas@example.com,PYME,Mensual,2021-05-01
2548,Fábrica del Sur S.A.,alcidesarellano@example.com,Gran Empresa,Anual,2023-03-02
2549,Infraestructuras Benavides & Asociados S.L.U.,lsalinas@example.com,PYME,Anual,2025-03-14
2550,Transportes DIXY S.Com.,wnicolau@example.com,PYME,Anual,2022-01-22
2551,Desarrollo Iborra S.A.,lorenzopablo@example.com,Startup,Mensual,2024-03-09
2552,Farmaceútica Alegria S.A.,gonzalocandelario@example.org,Startup,Mensual,2023-08-17
2553,Hermanos Giménez S.A.D,dsaavedra@example.com,PYME,Anual,2022-04-30
2554,Bolaños y Piñol S.L.,acostaale@example.org,Gran Empresa,Premium,2022-02-14
2555,Grupo Izquierdo S.L.L.,sandracolomer@example.net,PYME,Anual,2022-06-03
2556,Borrás y asociados S.L.,parmas@example.com,Startup,Anual,2021-11-08
2557,Hotel FANA S.C.P,ejaen@example.net,Gran Empresa,Anual,2022-03-13
2558,Supermercados Quintana S.Coop.,contrerasimelda@example.com,Startup,Anual,2021-09-07
2559,Hermanos Bayona S.Coop.,yesica83@example.com,Startup,Anual,2025-03-25
2560,Compañía Tejero y asociados S.A.D,arturo71@example.net,PYME,Anual,2022-12-11
2561,Despacho QSO S.A.,oroldan@example.net,PYME,Anual,2023-01-07
2562,Banco Bertrán & Asociados S.Com.,sebastianisaura@example.net,Startup,Premium,2022-02-25
2563,Farmaceútica Ibérica S.L.,olga01@example.com,Startup,Anual,2023-02-16
2564,Supermercados Meléndez & Asociados S.A.,eladio68@example.com,PYME,Mensual,2022-02-10
2565,Soluciones YWL S.A.,jmancebo@example.net,Startup,Premium,2022-06-14
2566,Tecnologías Española S.A.,auroraaragon@example.net,Gran Empresa,Premium,2024-03-27
2567,Alimentación Gabaldón & Asociados S.Coop.,villenadulce@example.net,PYME,Mensual,2021-06-26
2568,Talleres Higueras S.A.,felicianomoran@example.org,Gran Empresa,Anual,2022-04-19
2569,Lasa y asociados S.Com.,lloretblas@example.org,PYME,Premium,2025-02-09
2570,Juárez y Caballero S.Com.,cintia27@example.org,Startup,Anual,2021-07-12
2571,Doménech y Vergara S.Coop.,eyanez@example.com,Gran Empresa,Mensual,2022-03-11
2572,Vaquero y Meléndez S.A.,valentina75@example.org,Gran Empresa,Anual,2021-03-12
2573,Tena & Asociados S.L.L.,alberto93@example.net,G2584,Moya y Oliva S.L.L.,rosellofelisa@example.com,Startup,Premium,2024-05-20
2585,Caridad Salvà Sarabia S.Coop.,roberto41@example.com,PYME,Premium,2021-10-09
2586,Restauración Viñas S.A.,casandramas@example.com2576,Comercial ZR S.L.,reinaldogonzalez@example.org,Startup,Anual,2022-10-31
2577,Instalaciones RJSV S.A.,lupitaalfaro@example.com,Startup,Mensual,2021-02-18
2578,Romero y Teruel S.Coop.,karana@example.net,Gran Empresa,Anual,2024-11-05
2579,Industrias JJX S.C.P,debora13@example.net,PYME,Anual,2022-03-24
2580,Hermanos Coloma S.L.U.,luispinedo@example.com,Startup,Mensual,2022-07-03
2581,Desarrollo Avanzadas S.Com.,gcoll@example.net,Startup,Premium,2024-08-30
2582,Ascensión Bolaños Sandoval S.A.D,ceciliogual@example.org,PYME,Premium,2023-01-25
2583,Servicios Pereira & Asociados S.L.U.,jpinol@example.com,Startup,Anual,2021-07-01
2584,Industrias HRS S.Com.,venceslas92@example.net,Gran Empresa,Premium,2022-09-16
2585,Hnos Palacios S.L.N.E,corderodionisia@example.org,Gran Empresa,Mensual,2024-09-10
2586,Gutierrez y Contreras S.L.N.E,elba39@example.net,Startup,Mensual,2021-12-18
2587,Supermercados Española S.L.N.E,mgomila@example.net,Gran Empresa,Anual,2024-11-20
2588,Alimentación YU S.A.,blascoagapito@example.org,Startup,Mensual,2023-05-17
2589,Grupo Galiano S.L.N.E,leandromoya@example.com,Startup,Mensual,2025-05-21
2590,Hnos Pedrero S.A.,aangulo@example.org,PYME,Anual,2023-03-02
2591,Hnos Cózar S.C.P,sarita39@example.com,Gran Empresa,Anual,2024-12-11
2592,Maza y Portillo S.Coop.,qprat@example.com,Gran Empresa,Premium,2024-05-24
2593,Familia Bravo S.A.,villaverdealba@example.org,Startup,Mensual,2024-08-26
2594,López y Caballero S.L.,villenahortensia@example.net,PYME,Mensual,2021-04-20
2595,Restauración Internacionales S.Coop.,fabriciobarriga@example.org,Gran Empresa,Premium,2022-12-02
2596,Baeza & Asociados S.A.,ecarreno@example.org,Gran Empresa,Mensual,2023-12-06
2597,Tenorio y Vaquero S.L.L.,sdominguez@example.com,Startup,Anual,2022-08-13
2598,Manufacturas Oliver S.A.,olegario29@example.net,Gran Empresa,Premium,2022-08-14
2599,Suministros IXHI S.Com.,teofila47@example.org,PYME,Premium,2024-11-13
2600,Ramírez y asociados S.L.N.E,bsaura@example.org,PYME,Premium,2023-06-21
2601,Logística Oliveras y asociados S.L.,ernesto73@example.net,Gran Empresa,Premium,2024-10-06
2602,Hernando Rodrigo Quintanilla S.L.,juanchelo@example.net,Startup,Mensual,2024-07-03
2603,Distribuciones Abad S.A.,alejoandres@example.com,PYME,Premium,2023-01-05
2604,Comercial Bravo S.L.N.E,paulino04@example.com,Startup,Mensual,2021-07-06
2605,Múgica y Maestre S.Coop.,casandra12@example.net,PYME,Premium,2022-08-10
2606,Infraestructuras del Noroeste S.Com.,samuelmurillo@example.org,PYME,Anual,2021-07-26
2607,Talleres WR S.A.,dominga00@example.net,PYME,Premium,2023-09-15
2608,Ignacia Montoya Colomer S.L.N.E,xarrieta@example.org,Startup,Mensual,2023-06-14
2609,Despacho Acevedo & Asociados S.A.,sancho20@example.net,Gran Empresa,Mensual,2024-07-21
2610,Ernesto Vallés Catalán S.A.,casalsolegario@example.org,Gran Empresa,Premium,2023-06-14
2611,Suministros Ibérica S.A.,bartolomecelia@example.net,Startup,Anual,2022-10-19
2612,Talleres Iñiguez S.A.T.,ambrosio21@example.com,Startup,Premium,2023-09-30
2613,Familia Mosquera S.Com.,agustinreyes@example.net,PYME,Premium,2023-04-12
2614,Consultoría FIW S.L.,kboix@example.net,Gran Empresa,Premium,2022-06-04
2615,Hotel Avanzadas S.A.,angeleslarrea@example.com,Startup,Anual,2021-02-10
2616,Consultoría Flores y asociados S.Coop.,tenoriocarmelo@example.org,Gran Empresa,Anual,2022-04-01
2617,Eugenia Galvez Soler S.C.P,juan-bautista32@example.com,PYME,Anual,2025-04-23
2618,Artemio Yáñez Canet S.A.,vdomenech@example.net,Startup,Mensual,2021-11-03
2619,Sanmartín y asociados S.L.L.,americaheredia@example.com,PYME,Mensual,2021-09-21
2620,Promociones Zabala S.L.,jlloret@example.com,Startup,Premium,2021-07-21
2621,Rosa y Hernandez S.C.P,esparzanarciso@example.com,Startup,Premium,2022-01-15
2622,Transportes Palau & Asociados S.L.L.,roberta49@example.com,Gran Empresa,Mensual,2024-09-14
2623,Inversiones Guitart & Asociados S.Com.,jabella@example.net,Gran Empresa,Anual,2023-04-15
2624,Simón Mayo Sanabria S.L.,tsanchez@example.org,Startup,Anual,2024-05-29
2625,María Del Carmen Escamilla Corominas S.L.U.,angelitapardo@example.net,PYME,Premium,2022-08-26
2626,Hnos Villalonga S.A.D,trinidadlorenzo@example.com,PYME,Anual,2023-01-27
2627,Hnos Navas S.C.P,claudiablanch@example.org,Startup,Anual,2024-05-11
2628,Restauración Castellana S.A.,claudiabenitez@example.net,PYME,Mensual,2021-12-18
2629,Industrias Ibérica S.A.,diegoedmundo@example.com,Startup,Premium,2022-11-30
2630,Grupo Cal S.L.N.E,adalberto86@example.org,Gran Empresa,Premium,2023-11-22
2631,Expósito y Lerma S.Coop.,marcluz@example.org,Startup,Mensual,2024-04-11
2632,Goicoechea y Miranda S.A.T.,dionisio93@example.net,PYME,Anual,2023-12-01
2633,Fábrica Bauzà S.Com.,anabelbelmonte@example.net,Gran Empresa,Mensual,2021-09-02
2634,Talleres Tomás y asociados S.L.N.E,emenendez@example.org,PYME,Anual,2021-12-29
2635,Comercial Busquets S.Com.,fortunypili@example.org,PYME,Mensual,2022-06-24
2636,Infraestructuras Tovar & Asociados S.Coop.,luisnereida@example.net,PYME,Premium,2022-09-17
2637,Alemán y Crespi S.A.,manualcalde@example.com,Gran Empresa,Anual,2021-05-12
2638,Urrutia y Márquez S.A.T.,estela58@example.com,PYME,Premium,2023-06-29
2639,Banco MUM S.L.,xantunez@example.org,Startup,Anual,2023-11-23
2640,Suministros Ropero S.L.,wmartin@example.net,Gran Empresa,Premium,2022-10-10
